"conf_cases","weekdate","week","year"
53,2024-04-29,18,2024
80,2024-05-06,19,2024
71,2024-05-13,20,2024
82,2024-05-20,21,2024
115,2024-05-27,22,2024
126,2024-06-03,23,2024
86,2024-06-10,24,2024
98,2024-06-17,25,2024
118,2024-06-24,26,2024
NA,2024-07-01,27,2024
NA,2024-07-08,28,2024
NA,2024-07-15,29,2024
NA,2024-07-22,30,2024
NA,2024-07-29,31,2024
NA,2024-08-05,32,2024
NA,2024-08-12,33,2024
NA,2024-08-19,34,2024
NA,2024-08-26,35,2024
NA,2024-09-02,36,2024
NA,2024-09-09,37,2024
NA,2024-09-16,38,2024
NA,2024-09-23,39,2024
NA,2024-09-30,40,2024
NA,2024-10-07,41,2024
NA,2024-10-14,42,2024
NA,2024-10-21,43,2024
NA,2024-10-28,44,2024
NA,2024-11-04,45,2024
NA,2024-11-11,46,2024
NA,2024-11-18,47,2024
NA,2024-11-25,48,2024
NA,2024-12-02,49,2024
NA,2024-12-09,50,2024
NA,2024-12-16,51,2024
NA,2024-12-23,52,2024
